user_id,asset_id,event_type,version,source_type,source_id,delta,avail_after,frozen_after
16,2,deposit,1,external,94,10000000000000,10000000000000,0
60,1,deposit,1,external,95,10000000000,10000000000,0
60,2,deposit,1,external,96,10000000000000,10000000000000,0
41,1,deposit,1,external,97,10000000000,10000000000,0
41,2,deposit,1,external,98,10000000000000,10000000000000,0
85,1,deposit,1,external,99,10000000000,10000000000,0
85,2,deposit,1,external,100,10000000000000,10000000000000,0
22,1,deposit,1,external,101,10000000000,10000000000,0
22,2,deposit,1,external,102,10000000000000,10000000000000,0
66,1,deposit,1,external,103,10000000000,10000000000,0
66,2,deposit,1,external,104,10000000000000,10000000000000,0
3,1,deposit,1,external,105,10000000000,10000000000,0
3,2,deposit,1,external,106,10000000000000,10000000000000,0
47,1,deposit,1,external,107,10000000000,10000000000,0
47,2,deposit,1,external,108,10000000000000,10000000000000,0
91,1,deposit,1,external,109,10000000000,10000000000,0
91,2,deposit,1,external,110,10000000000000,10000000000000,0
28,1,deposit,1,external,111,10000000000,10000000000,0
28,2,deposit,1,external,112,10000000000000,10000000000000,0
72,1,deposit,1,external,113,10000000000,10000000000,0
72,2,deposit,1,external,114,10000000000000,10000000000000,0
9,1,deposit,1,external,115,10000000000,10000000000,0
9,2,deposit,1,external,116,10000000000000,10000000000000,0
53,1,deposit,1,external,117,10000000000,10000000000,0
53,2,deposit,1,external,118,10000000000000,10000000000000,0
97,1,deposit,1,external,119,10000000000,10000000000,0
97,2,deposit,1,external,120,10000000000000,10000000000000,0
34,1,deposit,1,external,121,10000000000,10000000000,0
34,2,deposit,1,external,122,10000000000000,10000000000000,0
78,1,deposit,1,external,123,10000000000,10000000000,0
78,2,deposit,1,external,124,10000000000000,10000000000000,0
15,1,deposit,1,external,125,10000000000,10000000000,0
15,2,deposit,1,external,126,10000000000000,10000000000000,0
59,1,deposit,1,external,127,10000000000,10000000000,0
59,2,deposit,1,external,128,10000000000000,10000000000000,0
40,1,deposit,1,external,129,10000000000,10000000000,0
40,2,deposit,1,external,130,10000000000000,10000000000000,0
84,1,deposit,1,external,131,10000000000,10000000000,0
84,2,deposit,1,external,132,10000000000000,10000000000000,0
21,1,deposit,1,external,133,10000000000,10000000000,0
21,2,deposit,1,external,134,10000000000000,10000000000000,0
65,1,deposit,1,external,135,10000000000,10000000000,0
65,2,deposit,1,external,136,10000000000000,10000000000000,0
2,1,deposit,1,external,137,10000000000,10000000000,0
2,2,deposit,1,external,138,10000000000000,10000000000000,0
46,1,deposit,1,external,139,10000000000,10000000000,0
46,2,deposit,1,external,140,10000000000000,10000000000000,0
90,1,deposit,1,external,141,10000000000,10000000000,0
90,2,deposit,1,external,142,10000000000000,10000000000000,0
27,1,deposit,1,external,143,10000000000,10000000000,0
27,2,deposit,1,external,144,10000000000000,10000000000000,0
71,1,deposit,1,external,145,10000000000,10000000000,0
71,2,deposit,1,external,146,10000000000000,10000000000000,0
8,1,deposit,1,external,147,10000000000,10000000000,0
8,2,deposit,1,external,148,10000000000000,10000000000000,0
52,1,deposit,1,external,149,10000000000,10000000000,0
52,2,deposit,1,external,150,10000000000000,10000000000000,0
96,1,deposit,1,external,151,10000000000,10000000000,0
96,2,deposit,1,external,152,10000000000000,10000000000000,0
33,1,deposit,1,external,153,10000000000,10000000000,0
33,2,deposit,1,external,154,10000000000000,10000000000000,0
77,1,deposit,1,external,155,10000000000,10000000000,0
77,2,deposit,1,external,156,10000000000000,10000000000000,0
14,1,deposit,1,external,157,10000000000,10000000000,0
14,2,deposit,1,external,158,10000000000000,10000000000000,0
58,1,deposit,1,external,159,10000000000,10000000000,0
58,2,deposit,1,external,160,10000000000000,10000000000000,0
39,1,deposit,1,external,161,10000000000,10000000000,0
39,2,deposit,1,external,162,10000000000000,10000000000000,0
83,1,deposit,1,external,163,10000000000,10000000000,0
83,2,deposit,1,external,164,10000000000000,10000000000000,0
20,1,deposit,1,external,165,10000000000,10000000000,0
20,2,deposit,1,external,166,10000000000000,10000000000000,0
64,1,deposit,1,external,167,10000000000,10000000000,0
64,2,deposit,1,external,168,10000000000000,10000000000000,0
1,1,deposit,1,external,169,10000000000,10000000000,0
1,2,deposit,1,external,170,10000000000000,10000000000000,0
45,1,deposit,1,external,171,10000000000,10000000000,0
45,2,deposit,1,external,172,10000000000000,10000000000000,0
89,1,deposit,1,external,173,10000000000,10000000000,0
89,2,deposit,1,external,174,10000000000000,10000000000000,0
26,1,deposit,1,external,175,10000000000,10000000000,0
26,2,deposit,1,external,176,10000000000000,10000000000000,0
70,1,deposit,1,external,177,10000000000,10000000000,0
70,2,deposit,1,external,178,10000000000000,10000000000000,0
7,1,deposit,1,external,179,10000000000,10000000000,0
7,2,deposit,1,external,180,10000000000000,10000000000000,0
51,1,deposit,1,external,181,10000000000,10000000000,0
51,2,deposit,1,external,182,10000000000000,10000000000000,0
95,1,deposit,1,external,183,10000000000,10000000000,0
95,2,deposit,1,external,184,10000000000000,10000000000000,0
32,1,deposit,1,external,185,10000000000,10000000000,0
32,2,deposit,1,external,186,10000000000000,10000000000000,0
76,1,deposit,1,external,187,10000000000,10000000000,0
76,2,deposit,1,external,188,10000000000000,10000000000000,0
13,1,deposit,1,external,189,10000000000,10000000000,0
13,2,deposit,1,external,190,10000000000000,10000000000000,0
57,1,deposit,1,external,191,10000000000,10000000000,0
57,2,deposit,1,external,192,10000000000000,10000000000000,0
38,1,deposit,1,external,193,10000000000,10000000000,0
38,2,deposit,1,external,194,10000000000000,10000000000000,0
82,1,deposit,1,external,195,10000000000,10000000000,0
82,2,deposit,1,external,196,10000000000000,10000000000000,0
19,1,deposit,1,external,197,10000000000,10000000000,0
19,2,deposit,1,external,198,10000000000000,10000000000000,0
63,1,deposit,1,external,199,10000000000,10000000000,0
63,2,deposit,1,external,200,10000000000000,10000000000000,0
81,2,lock,2,order,1,-66607,9999999933393,66607
86,2,lock,2,order,2,-1955359,9999998044641,1955359
81,2,unlock,3,order,1,66607,10000000000000,0
29,2,lock,2,order,3,-5383633,9999994616367,5383633
57,1,lock,2,order,4,-172870900,9827129100,172870900
86,2,settle,2,trade,1,-1955359,9999998044641,0
86,1,settle,2,trade,1,23012800,10023012800,0
57,1,settle,2,trade,1,-23012800,9827129100,149858100
57,2,settle,2,trade,1,1955359,10000001955359,0
29,2,unlock,3,order,3,5383633,10000000000000,0
43,1,lock,2,order,5,-2220100,9997779900,2220100
43,1,unlock,3,order,5,2220100,10000000000,0
44,1,lock,2,order,6,-169243900,9830756100,169243900
68,2,lock,2,order,7,-1377942,9999998622058,1377942
68,2,settle_restore,3,trade,2,7942,9999998630000,0
68,2,settle,3,trade,2,-1370000,9999998630000,0
68,1,settle,2,trade,2,16149600,10016149600,0
57,1,settle,3,trade,2,-16149600,9827129100,133708500
57,2,settle,3,trade,2,1370000,10000003325359,0
79,1,lock,2,order,8,-20389600,9979610400,20389600
5,2,lock,2,order,9,-22447387,9999977552613,22447387
5,2,settle_restore,3,trade,3,34947,9999977587560,11069701
5,2,settle,3,trade,3,-11342739,9999977587560,11069701
5,1,settle,2,trade,3,133708500,10133708500,0
57,1,settle,4,trade,3,-133708500,9827129100,0
57,2,settle,4,trade,3,11342739,10000014668098,0
5,2,settle_restore,5,trade,4,1588,9999977589148,9334685
5,2,settle,5,trade,4,-1733428,9999977589148,9334685
5,1,settle,3,trade,4,20389600,10154098100,0
79,1,settle,2,trade,4,-20389600,9979610400,0
79,2,settle,2,trade,4,1733428,10000001733428,0
48,1,lock,2,order,10,-6510900,9993489100,6510900
5,2,settle,6,trade,5,-554033,9999977589148,8780652
5,1,settle,4,trade,5,6510900,10160609000,0
48,1,settle,2,trade,5,-6510900,9993489100,0
48,2,settle,2,trade,5,554033,10000000554033,0
20,1,lock,2,order,11,-64162500,9935837500,64162500
5,2,settle,7,trade,6,-5459793,9999977589148,3320859
5,1,settle,5,trade,6,64162500,10224771500,0
20,1,settle,2,trade,6,-64162500,9935837500,0
20,2,settle,2,trade,6,5459793,10000005459793,0
9,2,lock,2,order,12,-1169743,9999998830257,1169743
34,2,lock,2,order,13,-10747581,9999989252419,10747581
5,2,unlock,3,order,9,3320856,9999980910004,3
51,1,lock,2,order,14,-184000,9999816000,184000
9,2,settle,2,trade,7,-15716,9999998830257,1154027
9,1,settle,2,trade,7,184000,10000184000,0
51,1,settle,2,trade,7,-184000,9999816000,0
51,2,settle,2,trade,7,15716,10000000015716,0
72,1,lock,2,order,15,-345726500,9654273500,345726500
9,2,settle,3,trade,8,-1154026,9999998830257,1
9,1,settle,3,trade,8,13510900,10013694900,0
72,1,settle,2,trade,8,-13510900,9654273500,332215600
72,2,settle,2,trade,8,1154026,10000001154026,0
18,1,lock,2,order,16,-361800,9999638200,361800
68,1,lock,3,order,17,-21584000,9994565600,21584000
17,1,lock,2,order,18,-231000,9999769000,231000
17,1,unlock,3,order,18,231000,10000000000,0
80,2,lock,2,order,19,-15263,9999999984737,15263
59,1,lock,2,order,20,-766149500,9233850500,766149500
80,2,settle,2,trade,9,-15263,9999999984737,0
80,1,settle,2,trade,9,179500,10000179500,0
59,1,settle,2,trade,9,-179500,9233850500,765970000
59,2,settle,2,trade,9,15263,10000000015263,0
1,2,lock,2,order,21,-98890,9999999901110,98890
1,2,settle_restore,3,trade,10,46,9999999901156,1
1,2,settle,3,trade,10,-98843,9999999901156,1
1,1,settle,2,trade,10,1167600,10001167600,0
59,1,settle,3,trade,10,-1167600,9233850500,764802400
59,2,settle,3,trade,10,98843,10000000114106,0
14,1,lock,2,order,22,-5483500,9994516500,5483500
92,1,lock,2,order,23,-10733100,9989266900,10733100
19,1,lock,2,order,24,-112213000,9887787000,112213000
99,2,lock,2,order,25,-23681,9999999976319,23681
39,2,lock,2,order,26,-14429,9999999985571,14429
39,2,settle_restore,3,trade,11,3,9999999985574,1
39,2,settle,3,trade,11,-14425,9999999985574,1
39,1,settle,2,trade,11,170500,10000170500,0
14,1,settle,2,trade,11,-170500,9994516500,5313000
14,2,settle,2,trade,11,14425,10000000014425,0
10,2,lock,2,order,27,-69257764,9999930742236,69257764
10,2,settle_restore,3,trade,12,1173,9999930743409,68807083
10,2,settle,3,trade,12,-449508,9999930743409,68807083
10,1,settle,2,trade,12,5313000,10005313000,0
14,1,settle,3,trade,12,-5313000,9994516500,0
14,2,settle,3,trade,12,449508,10000000463933,0
10,2,settle_restore,5,trade,13,130735,9999930874144,3931734
10,2,settle,5,trade,13,-64744614,9999930874144,3931734
10,1,settle,3,trade,13,764802400,10770115400,0
59,1,settle,4,trade,13,-764802400,9233850500,0
59,2,settle,4,trade,13,64744614,10000064858720,0
16,2,lock,2,order,28,-3664336,9999996335664,3664336
21,1,lock,2,order,29,-720197500,9279802500,720197500
10,2,settle,6,trade,14,-3931732,9999930874144,2
10,1,settle,4,trade,14,46350400,10816465800,0
21,1,settle,2,trade,14,-46350400,9279802500,673847100
21,2,settle,2,trade,14,3931732,10000003931732,0
34,2,settle,2,trade,15,-10747581,9999989252419,0
34,1,settle,2,trade,15,127057300,10127057300,0
21,1,settle,3,trade,15,-127057300,9279802500,546789800
21,2,settle,3,trade,15,10747581,10000014679313,0
99,2,settle,2,trade,16,-23681,9999999976319,0
99,1,settle,2,trade,16,280200,10000280200,0
21,1,settle,4,trade,16,-280200,9279802500,546509600
21,2,settle,4,trade,16,23681,10000014702994,0
96,2,lock,2,order,30,-6029289,9999993970711,6029289
96,2,settle_restore,3,trade,17,21422,9999993992133,0
96,2,settle,3,trade,17,-6007867,9999993992133,0
96,1,settle,2,trade,17,71087900,10071087900,0
21,1,settle,5,trade,17,-71087900,9279802500,475421700
21,2,settle,5,trade,17,6007867,10000020710861,0
85,1,lock,2,order,31,-304800,9999695200,304800
75,2,lock,2,order,32,-1921936,9999998078064,1921936
75,2,settle_restore,3,trade,18,13467,9999998091531,0
75,2,settle,3,trade,18,-1908469,9999998091531,0
75,1,settle,2,trade,18,22581900,10022581900,0
21,1,settle,6,trade,18,-22581900,9279802500,452839800
21,2,settle,6,trade,18,1908469,10000022619330,0
29,2,lock,4,order,33,-16446,9999999983554,16446
29,2,settle_restore,3,trade,19,211,9999999983765,1
29,2,settle,3,trade,19,-16234,9999999983765,1
29,1,settle,2,trade,19,192100,10000192100,0
21,1,settle,7,trade,19,-192100,9279802500,452647700
21,2,settle,7,trade,19,16234,10000022635564,0
92,1,unlock,3,order,23,10733100,10000000000,0
27,2,lock,2,order,34,-6606576,9999993393424,6606576
73,1,lock,2,order,35,-4248500,9995751500,4248500
85,1,unlock,3,order,31,304800,10000000000,0
45,1,lock,2,order,36,-4409700,9995590300,4409700
6,2,lock,2,order,37,-13633253,9999986366747,13633253
6,2,settle_restore,3,trade,20,165514,9999986532261,0
6,2,settle,3,trade,20,-13467739,9999986532261,0
6,1,settle,2,trade,20,159356600,10159356600,0
21,1,settle,8,trade,20,-159356600,9279802500,293291100
21,2,settle,8,trade,20,13467739,10000036103303,0
18,1,unlock,3,order,16,361800,10000000000,0
68,1,lock,4,order,38,-363700,9994201900,21947700
9,1,lock,4,order,39,-246400,10013448500,246400
69,2,lock,2,order,40,-63234358,9999936765642,63234358
30,2,lock,2,order,41,-24294536,9999975705464,24294536
21,1,lock,3,order,42,-102000,9279700500,293393100
58,1,lock,2,order,43,-958717700,9041282300,958717700
30,2,settle,2,trade,21,-24294536,9999975705464,0
30,1,settle,2,trade,21,287476000,10287476000,0
58,1,settle,2,trade,21,-287476000,9041282300,671241700
58,2,settle,2,trade,21,24294536,10000024294536,0
27,2,settle,2,trade,22,-6606576,9999993393424,0
27,1,settle,2,trade,22,78236700,10078236700,0
58,1,settle,3,trade,22,-78236700,9041282300,593005000
58,2,settle,3,trade,22,6606576,10000030901112,0
91,1,lock,2,order,44,-416100,9999583900,416100
95,1,lock,2,order,45,-10266000,9989734000,10266000
20,2,lock,3,order,46,-59307697,9999946152096,59307697
20,2,settle_restore,4,trade,23,576898,9999946728994,8835317
20,2,settle,4,trade,23,-49895482,9999946728994,8835317
20,1,settle,3,trade,23,593005000,10528842500,0
58,1,settle,4,trade,23,-593005000,9041282300,0
58,2,settle,4,trade,23,49895482,10000080796594,0
20,2,settle_restore,6,trade,24,62252,9999946791246,2
20,2,settle,6,trade,24,-8773063,9999946791246,2
20,1,settle,4,trade,24,103807000,10632649500,0
21,1,settle,9,trade,24,-103807000,9279700500,189586100
21,2,settle,9,trade,24,8773063,10000044876366,0
19,1,unlock,3,order,24,112213000,10000000000,0
76,2,lock,2,order,47,-25576,9999999974424,25576
76,2,settle_restore,3,trade,25,78,9999999974502,1
76,2,settle,3,trade,25,-25497,9999999974502,1
76,1,settle,2,trade,25,301700,10000301700,0
21,1,settle,10,trade,25,-301700,9279700500,189284400
21,2,settle,10,trade,25,25497,10000044901863,0
31,2,lock,2,order,48,-2541494,9999997458506,2541494
31,2,settle_restore,3,trade,26,3731,9999997462237,1
31,2,settle,3,trade,26,-2537762,9999997462237,1
31,1,settle,2,trade,26,30028000,10030028000,0
21,1,settle,11,trade,26,-30028000,9279700500,159256400
21,2,settle,11,trade,26,2537762,10000047439625,0
74,1,lock,2,order,49,-73243200,9926756800,73243200
44,1,unlock,3,order,6,169243900,10000000000,0
85,1,lock,4,order,50,-6743700,9993256300,6743700
9,2,lock,3,order,51,-80491552,9999918338705,80491553
21,1,unlock,4,order,42,102000,9279802500,159154400
16,1,lock,2,order,52,-333777200,9666222800,333777200
47,1,lock,2,order,53,-65186800,9934813200,65186800
83,2,lock,2,order,54,-4016689,9999995983311,4016689
83,2,settle_restore,3,trade,27,50466,9999996033777,1
83,2,settle,3,trade,27,-3966222,9999996033777,1
83,1,settle,2,trade,27,46930200,10046930200,0
21,1,settle,12,trade,27,-46930200,9279802500,112224200
21,2,settle,12,trade,27,3966222,10000051405847,0
84,2,lock,2,order,55,-24644,9999999975356,24644
84,2,settle_restore,3,trade,28,177,9999999975533,1
84,2,settle,3,trade,28,-24466,9999999975533,1
84,1,settle,2,trade,28,289500,10000289500,0
21,1,settle,13,trade,28,-289500,9279802500,111934700
21,2,settle,13,trade,28,24466,10000051430313,0
36,2,lock,2,order,56,-6295005,9999993704995,6295005
36,2,settle_restore,3,trade,29,23474,9999993728469,0
36,2,settle,3,trade,29,-6271531,9999993728469,0
36,1,settle,2,trade,29,74207700,10074207700,0
21,1,settle,14,trade,29,-74207700,9279802500,37727000
21,2,settle,14,trade,29,6271531,10000057701844,0
32,2,lock,2,order,57,-109049,9999999890951,109049
32,2,settle_restore,3,trade,30,990,9999999891941,1
32,2,settle,3,trade,30,-108058,9999999891941,1
32,1,settle,2,trade,30,1278600,10001278600,0
21,1,settle,15,trade,30,-1278600,9279802500,36448400
21,2,settle,15,trade,30,108058,10000057809902,0
20,1,lock,5,order,58,-16096100,10616553400,16096100
1,2,lock,3,order,59,-35374477,9999964526679,35374478
1,2,settle_restore,5,trade,31,43219,9999964569898,32250888
1,2,settle,5,trade,31,-3080371,9999964569898,32250888
1,1,settle,3,trade,31,36448400,10037616000,0
21,1,settle,16,trade,31,-36448400,9279802500,0
21,2,settle,16,trade,31,3080371,10000060890273,0
1,2,settle_restore,7,trade,32,4913,9999964574811,31672961
1,2,settle,7,trade,32,-573014,9999964574811,31672961
1,1,settle,4,trade,32,6743700,10044359700,0
85,1,settle,2,trade,32,-6743700,9993256300,0
85,2,settle,2,trade,32,573014,10000000573014,0
1,2,settle_restore,9,trade,33,13434,9999964588245,29823235
1,2,settle,9,trade,33,-1836292,9999964588245,29823235
1,1,settle,5,trade,33,21584000,10065943700,0
68,1,settle,3,trade,33,-21584000,9994201900,363700
68,2,settle,4,trade,33,1836292,10000000466292,0
1,2,settle_restore,11,trade,34,2518,9999964590763,29459144
1,2,settle,11,trade,34,-361573,9999964590763,29459144
1,1,settle,6,trade,34,4248500,10070192200,0
73,1,settle,2,trade,34,-4248500,9995751500,0
73,2,settle,2,trade,34,361573,10000000361573,0
1,2,settle_restore,13,trade,35,165340,9999964756103,988603
1,2,settle,13,trade,35,-28305201,9999964756103,988603
1,1,settle,7,trade,35,332215600,10402407800,0
72,1,settle,3,trade,35,-332215600,9654273500,0
72,2,settle,3,trade,35,28305201,10000029459227,0
1,2,settle_restore,15,trade,36,4262,9999964760365,7
1,2,settle,15,trade,36,-984334,9999964760365,7
1,1,settle,8,trade,36,11535700,10413943500,0
20,1,settle,5,trade,36,-11535700,10616553400,4560400
20,2,settle,7,trade,36,984334,9999947775580,2
47,2,lock,2,order,60,-446868,9999999553132,446868
45,2,lock,2,order,61,-219973,9999999780027,219973
52,2,lock,2,order,62,-42569228,9999957430772,42569228
52,2,lock,3,order,63,-11498648,9999945932124,54067876
52,2,settle_restore,3,trade,37,1,9999945932125,53678739
52,2,settle,3,trade,37,-389136,9999945932125,53678739
52,1,settle,2,trade,37,4560400,10004560400,0
20,1,settle,6,trade,37,-4560400,10616553400,0
20,2,settle,8,trade,37,389136,9999948164716,2
85,2,lock,3,order,64,-100148,10000000472866,100148
85,2,settle_restore,4,trade,38,162,10000000473028,68948
85,2,settle,4,trade,38,-31038,10000000473028,68948
85,1,settle,3,trade,38,363700,9993620000,0
68,1,settle,4,trade,38,-363700,9994201900,0
68,2,settle,5,trade,38,31038,10000000497330,0
85,2,settle_restore,6,trade,39,352,10000000473380,2
85,2,settle,6,trade,39,-68594,10000000473380,2
85,1,settle,4,trade,39,803700,9994423700,0
74,1,settle,2,trade,39,-803700,9926756800,72439500
74,2,settle,2,trade,39,68594,10000000068594,0
13,1,lock,2,order,65,-775800,9999224200,775800
58,1,lock,3,order,66,-1662500,9039619800,1662500
52,2,settle,4,trade,40,-141860,9999945932125,53536879
52,1,settle,3,trade,40,1662500,10006222900,0
58,1,settle,5,trade,40,-1662500,9039619800,0
58,2,settle,5,trade,40,141860,10000080938454,0
29,2,lock,5,order,67,-175159,9999999808606,175160
98,1,lock,2,order,68,-2538500,9997461500,2538500
52,2,settle,5,trade,41,-216609,9999945932125,53320270
52,1,settle,4,trade,41,2538500,10008761400,0
98,1,settle,2,trade,41,-2538500,9997461500,0
98,2,settle,2,trade,41,216609,10000000216609,0
86,1,lock,3,order,69,-761381700,9261631100,761381700
52,2,settle,6,trade,42,-10751039,9999945932125,42569231
52,1,settle,5,trade,42,125993900,10134755300,0
86,1,settle,3,trade,42,-125993900,9261631100,635387800
86,2,settle,3,trade,42,10751039,10000008795680,0
47,2,settle,2,trade,43,-446868,9999999553132,0
47,1,settle,2,trade,43,5237800,9940051000,65186800
86,1,settle,4,trade,43,-5237800,9261631100,630150000
86,2,settle,4,trade,43,446868,10000009242548,0
52,2,unlock,4,order,62,42569228,9999988501353,3
13,1,lock,3,order,70,-2414100,9996810100,3189900
29,2,settle,4,trade,44,-175159,9999999808606,1
29,1,settle,3,trade,44,2056100,10002248200,0
13,1,settle,2,trade,44,-2056100,9996810100,1133800
13,2,settle,2,trade,44,175159,10000000175159,0
55,2,lock,2,order,71,-88256,9999999911744,88256
0,2,lock,2,order,72,-244199,9999999755801,244199
0,2,settle_restore,3,trade,45,98,9999999755899,213669
0,2,settle,3,trade,45,-30432,9999999755899,213669
0,1,settle,2,trade,45,358000,10000358000,0
13,1,settle,3,trade,45,-358000,9996810100,775800
13,2,settle,3,trade,45,30432,10000000205591,0
0,2,settle_restore,5,trade,46,6,9999999755905,2
0,2,settle,5,trade,46,-213661,9999999755905,2
0,1,settle,3,trade,46,2505400,10002863400,0
86,1,settle,5,trade,46,-2505400,9261631100,627644600
86,2,settle,5,trade,46,213661,10000009456209,0
69,2,unlock,3,order,40,63234358,10000000000000,0
84,2,lock,3,order,73,-146480,9999999829053,146481
51,1,lock,3,order,74,-16506300,9983309700,16506300
84,2,settle,4,trade,47,-146480,9999999829053,1
84,1,settle,3,trade,47,1726400,10002015900,0
51,1,settle,3,trade,47,-1726400,9983309700,14779900
51,2,settle,3,trade,47,146480,10000000162196,0
78,1,lock,2,order,75,-1642500,9998357500,1642500
45,2,settle,2,trade,48,-139044,9999999780027,80929
45,1,settle,2,trade,48,1642500,9997232800,4409700
78,1,settle,2,trade,48,-1642500,9998357500,0
78,2,settle,2,trade,48,139044,10000000139044,0
56,1,lock,2,order,76,-50409100,9949590900,50409100
94,2,lock,2,order,77,-3832092,9999996167908,3832092
11,2,lock,2,order,78,-4155962,9999995844038,4155962
3,2,lock,2,order,79,-21282129,9999978717871,21282129
3,2,settle_restore,3,trade,49,2931,9999978720802,20026864
3,2,settle,3,trade,49,-1252334,9999978720802,20026864
3,1,settle,2,trade,49,14779900,10014779900,0
51,1,settle,4,trade,49,-14779900,9983309700,0
51,2,settle,4,trade,49,1252334,10000001414530,0
91,1,lock,3,order,80,-9495300,9990088600,9911400
99,1,lock,3,order,81,-60764100,9939516100,60764100
