order_id,user_id,side,price,qty
406,976,sell,85309.42,0.01
407,849,buy,84849.76,0.01
408,643,buy,84720.89,0.11
409,959,sell,85190.15,0.50
410,868,sell,85175.82,0.19
411,65,sell,85898.15,0.52
412,331,sell,85239.39,0.14
413,352,sell,85031.42,0.73
414,17,buy,84828.49,0.01
415,136,sell,85548.50,0.07
416,681,sell,84912.37,0.02
417,240,buy,85015.18,0.04
418,608,buy,84974.55,1.57
419,881,buy,85010.67,0.03
420,105,buy,84886.25,0.02
421,896,buy,84937.62,0.11
422,666,buy,84915.83,0.17
423,223,buy,85235.52,0.15
424,987,buy,84904.32,0.16
425,616,sell,85404.33,2.51
426,675,sell,84839.44,0.03
427,662,buy,84188.02,0.10
428,512,sell,84624.91,0.01
429,325,buy,84762.68,0.03
430,782,buy,84957.60,0.13
431,221,buy,85262.91,0.10
432,514,sell,85150.66,0.22
433,157,buy,84794.35,0.12
434,650,sell,85282.19,0.04
435,977,sell,84982.85,0.07
436,624,buy,84703.30,0.10
437,530,sell,85066.01,0.30
438,66,buy,84725.10,0.10
439,57,buy,84860.05,0.05
440,588,sell,84768.67,0.00
441,184,sell,85224.67,0.07
442,427,sell,85465.33,0.12
443,690,sell,84720.85,0.01
444,290,sell,85042.47,0.08
445,299,sell,85267.99,0.08
446,506,sell,85355.64,0.18
447,155,buy,84909.29,0.01
448,899,buy,84614.16,0.03
449,315,buy,84907.56,0.10
450,146,sell,84566.09,0.84
451,718,sell,85370.79,0.15
452,653,sell,84855.57,0.00
453,243,buy,84312.86,0.02
454,335,buy,85011.38,0.00
455,599,buy,85099.68,0.06
456,367,sell,84935.52,0.05
457,162,sell,85330.47,0.14
458,878,buy,85046.68,0.05
459,694,buy,84928.23,0.14
460,97,buy,84938.53,0.38
461,646,sell,84848.21,0.72
462,95,sell,85122.14,0.01
463,173,sell,85348.10,0.10
464,437,buy,85033.40,0.04
465,422,sell,85042.84,0.06
466,659,sell,85273.48,0.05
467,497,buy,84877.99,0.13
468,831,sell,84187.06,0.14
469,239,sell,84816.35,0.00
470,940,sell,85772.36,0.00
471,866,buy,85063.24,0.26
472,606,buy,84225.19,0.15
473,193,sell,85916.90,0.11
474,39,buy,85040.16,0.11
475,940,sell,85125.68,0.00
476,146,sell,85522.00,0.66
477,965,sell,85124.06,0.29
478,655,sell,85068.24,0.02
479,180,buy,84887.97,0.34
480,872,sell,85027.82,2.81
481,991,sell,85047.46,0.10
482,80,buy,84930.07,0.44
483,908,buy,85038.18,0.21
484,806,buy,85081.08,0.70
485,388,buy,84526.87,0.58
486,777,sell,84985.16,0.35
487,327,buy,85069.28,0.33
488,77,sell,85044.35,0.19
489,495,sell,85289.79,0.16
490,55,buy,85034.00,0.62
491,748,sell,85109.43,0.02
492,563,sell,84922.09,0.08
493,678,sell,85045.44,0.01
494,84,buy,85259.39,0.05
495,272,buy,84924.80,0.48
496,457,buy,84898.98,0.73
497,155,sell,85042.28,0.04
498,995,sell,84987.48,0.05
499,989,sell,85183.65,0.65
500,81,buy,84967.92,0.15
501,586,sell,85052.11,0.22
502,172,sell,85053.82,0.72
503,265,buy,84556.99,0.01
504,566,buy,85102.35,0.19
505,430,buy,85140.31,2.87
506,889,sell,85154.36,0.06
507,624,buy,85085.86,0.26
508,412,buy,84874.24,0.01
509,943,buy,84871.80,0.30
510,864,buy,84950.57,0.30
511,998,sell,85118.10,0.44
512,92,buy,85293.48,1.32
513,889,buy,85264.69,0.03
514,537,sell,84961.78,0.03
515,941,buy,85076.28,0.09
516,946,buy,85077.39,0.13
517,892,buy,84869.33,0.32
518,851,sell,84915.11,0.01
519,989,buy,85041.53,0.01
520,526,buy,84604.85,0.26
521,9,buy,84246.42,0.66
522,282,buy,84867.59,0.03
523,694,sell,85243.38,0.15
524,290,buy,85009.39,0.35
525,729,sell,85072.65,0.11
526,59,sell,85253.10,0.36
527,739,buy,84887.58,0.58
528,755,buy,84760.51,0.01
529,228,sell,85184.09,0.59
530,308,sell,85552.74,0.04
531,132,sell,85228.21,1.96
532,228,buy,84883.39,0.30
533,267,sell,85051.38,0.17
534,484,sell,85534.81,0.06
535,56,sell,84169.83,0.06
536,463,buy,84929.84,0.38
537,782,sell,84901.51,0.07
538,489,buy,85035.99,0.07
539,330,sell,85024.04,0.06
540,516,sell,84703.00,0.05
541,746,sell,85164.41,0.17
542,924,buy,84930.98,0.01
543,127,buy,84967.22,0.37
544,548,sell,85031.96,0.08
545,259,buy,85200.15,0.16
546,678,buy,84728.32,0.24
547,921,buy,84944.99,0.04
548,270,sell,85132.40,0.08
549,562,buy,85458.01,1.35
550,153,sell,85039.32,0.20
551,304,buy,85283.37,0.03
552,437,sell,84756.84,0.17
553,367,sell,85099.09,0.26
554,351,buy,84140.97,0.04
555,872,buy,84422.92,0.04
556,744,buy,84932.65,0.06
557,822,sell,85260.40,0.63
558,884,sell,85944.68,0.02
559,48,buy,84973.76,0.73
560,762,sell,85991.46,0.19
561,536,sell,85164.04,0.31
562,680,sell,85485.19,0.01
563,247,buy,85118.38,0.12
564,837,buy,84564.92,0.04
565,458,buy,84628.24,0.01
566,37,sell,84981.98,0.20
567,312,sell,85290.50,0.08
568,846,buy,85101.19,0.15
569,485,sell,85173.05,0.00
570,3,buy,84126.18,0.03
571,719,buy,84804.02,2.49
572,420,buy,84923.97,0.62
573,469,sell,84928.07,0.28
574,127,sell,85293.36,0.10
575,50,sell,85243.77,0.01
576,621,sell,85143.25,0.25
577,987,buy,85275.91,0.01
578,908,sell,84792.66,2.51
579,958,sell,84958.17,0.58
580,944,sell,85287.19,1.08
581,711,sell,85384.16,0.15
582,966,sell,85370.76,0.34
583,868,buy,85017.32,0.07
584,58,buy,84932.19,0.05
585,860,buy,84918.75,0.12
586,464,buy,84633.93,0.12
587,804,sell,85320.50,0.02
588,427,sell,85115.03,0.11
589,258,buy,84474.77,0.08
590,649,sell,85378.19,0.14
591,795,sell,84896.92,0.05
592,165,sell,84929.96,0.19
593,158,sell,85398.28,0.78
594,309,buy,84863.89,0.29
595,226,sell,85412.88,0.01
596,414,buy,85038.97,0.05
597,224,sell,85183.67,0.19
598,665,buy,84826.49,1.48
599,637,buy,85366.83,0.02
600,117,buy,84892.16,0.02
601,457,buy,85177.39,0.06
602,99,buy,84780.04,0.69
603,886,sell,85078.11,0.30
604,837,sell,85062.00,0.09
605,90,buy,85047.52,0.60
606,462,sell,85023.77,0.26
607,657,sell,84765.25,0.05
608,297,sell,85042.50,0.34
609,405,sell,84969.28,0.01
610,816,sell,85841.08,0.01
611,937,sell,85285.63,0.31
612,43,buy,84780.49,0.52
613,767,sell,85080.10,0.03
614,632,sell,84964.16,0.12
615,69,buy,85145.89,0.61
616,688,sell,84833.91,0.45
617,462,buy,84675.42,0.01
618,828,buy,84975.69,0.04
619,758,sell,84922.45,0.20
620,492,buy,84883.98,0.12
621,622,buy,85295.89,0.35
622,752,sell,84984.85,0.01
623,32,sell,85393.30,0.13
624,153,buy,85249.61,0.23
625,476,sell,84921.28,0.70
626,144,buy,85503.12,0.32
627,368,buy,84909.70,0.05
628,685,buy,84862.63,0.09
629,48,buy,84949.15,0.01
630,593,sell,84817.92,0.04
631,856,buy,85610.15,0.03
632,837,sell,85187.21,0.17
633,143,buy,85121.03,0.05
634,162,buy,84944.82,0.00
635,738,buy,84810.66,0.19
636,421,buy,85143.04,0.01
637,41,sell,84967.25,0.95
638,416,sell,85024.22,0.53
639,291,sell,84839.62,0.09
640,225,sell,85423.05,0.27
641,676,sell,84801.48,1.48
642,71,buy,84947.62,0.10
643,154,sell,84603.99,0.82
644,545,sell,84886.28,0.01
645,848,buy,84687.53,0.07
646,896,buy,84910.45,4.03
647,391,buy,84368.91,0.77
648,436,buy,84909.45,0.36
649,898,sell,84997.25,0.11
650,385,sell,85116.24,0.07
651,668,sell,84867.61,0.15
652,697,buy,85134.72,0.12
653,573,sell,84935.92,0.03
654,754,buy,84944.60,0.00
655,973,buy,85085.18,0.04
656,714,sell,84914.40,0.60
657,844,buy,84831.18,0.02
658,82,sell,85700.03,0.05
659,294,sell,85762.36,0.99
660,450,buy,84296.06,0.11
661,803,sell,85086.63,0.30
662,405,buy,85000.81,0.16
663,573,sell,85862.09,0.02
664,200,buy,84975.74,0.02
665,573,buy,85497.59,0.19
666,990,buy,84905.85,0.02
667,698,buy,84969.86,0.18
668,324,buy,84781.32,0.20
669,295,buy,84538.14,0.09
670,916,sell,84765.11,0.39
671,755,buy,84451.25,0.04
672,256,sell,85404.30,1.01
673,7,sell,85030.44,0.09
674,505,sell,85237.33,0.05
675,783,sell,84955.49,0.12
676,819,buy,84968.49,0.01
677,795,buy,84671.41,0.07
678,13,sell,85046.51,0.01
679,192,sell,84889.82,0.16
680,511,buy,84621.18,0.06
681,462,buy,85144.00,0.05
682,277,sell,85514.14,0.32
683,10,buy,83595.50,0.64
684,738,buy,84903.24,0.03
685,221,sell,85272.86,0.08
686,370,buy,84553.43,0.05
687,360,sell,85076.00,0.17
688,179,sell,84931.34,0.11
689,458,sell,85105.52,0.15
690,172,sell,85159.13,0.16
691,929,buy,85042.22,0.05
692,274,sell,85576.98,0.38
693,462,buy,85002.15,0.57
694,964,sell,85079.72,0.07
695,960,sell,85026.24,0.03
696,86,buy,84954.47,0.62
697,235,buy,85165.59,0.40
698,488,buy,84280.49,0.12
699,972,sell,84843.44,0.25
700,578,buy,84782.34,0.76
701,233,sell,85135.54,0.04
702,1,sell,85056.79,0.03
703,705,sell,85184.74,0.01
704,300,sell,85222.03,0.08
705,733,sell,85140.65,0.03
706,246,sell,85261.65,0.20
707,665,sell,85155.23,0.30
708,297,buy,84823.20,0.28
709,329,buy,85128.34,0.04
710,276,buy,84974.83,0.03
711,805,sell,85178.30,0.31
712,864,sell,84945.49,0.05
713,186,buy,84543.53,0.26
714,787,sell,85959.79,0.01
715,97,sell,85182.68,0.20
716,331,buy,84628.76,0.12
717,493,sell,84626.74,0.33
718,116,buy,84973.06,0.62
719,406,sell,84990.89,0.40
720,611,buy,84904.01,0.10
721,347,sell,85269.63,1.20
722,129,buy,84768.54,0.18
723,914,buy,85196.87,0.07
724,921,buy,84768.15,0.12
725,581,buy,84640.78,0.00
726,937,sell,84869.42,0.05
727,555,buy,85170.93,0.07
728,20,sell,85266.29,0.06
729,991,sell,85208.76,0.10
730,628,buy,84877.83,0.00
731,45,sell,84646.72,0.02
732,102,buy,84851.47,0.09
733,605,buy,84739.46,0.02
734,912,sell,85279.18,0.02
735,912,buy,84662.65,0.31
736,42,sell,85040.12,0.02
737,104,sell,85072.99,0.11
738,641,sell,85227.70,1.50
739,591,buy,84697.88,0.33
740,185,sell,85292.68,0.12
741,956,buy,83762.30,0.05
742,783,sell,85119.07,0.02
743,385,sell,85094.18,0.86
744,407,buy,85055.09,0.01
745,966,sell,84861.05,0.71
746,159,buy,84933.65,0.04
747,308,buy,84339.55,0.89
748,812,buy,84392.26,1.80
749,98,sell,85354.05,0.12
750,58,sell,85559.64,0.01
751,124,sell,84818.36,0.13
752,797,sell,84871.85,0.03
753,335,sell,84989.37,0.27
754,457,sell,85043.50,0.04
755,152,buy,85142.22,0.01
756,88,buy,84671.73,0.37
757,203,buy,84921.27,0.31
758,253,buy,85093.76,0.31
759,116,sell,85128.61,0.03
760,25,sell,84925.02,0.18
761,947,sell,84918.60,0.02
762,24,buy,84916.22,0.16
763,562,buy,84938.07,0.19
764,45,buy,85036.26,0.20
765,477,sell,84914.53,0.00
766,676,buy,85057.00,0.50
767,390,sell,85616.65,0.09
768,91,buy,84820.76,0.03
769,342,buy,84972.20,0.21
770,310,buy,84799.54,0.85
771,900,buy,83793.25,0.03
772,403,sell,84916.31,0.15
773,247,sell,85114.93,0.16
774,135,buy,85130.69,0.02
775,537,sell,85630.63,0.75
776,579,sell,85227.24,0.00
777,745,buy,84056.89,0.55
778,764,sell,85709.65,0.01
779,110,buy,85723.30,0.21
780,628,buy,85195.84,0.03
781,489,buy,84815.63,0.16
782,397,buy,85034.69,0.04
783,208,sell,84553.01,0.10
784,469,sell,85401.17,0.49
785,738,buy,84631.00,0.17
786,897,sell,84978.50,0.04
787,899,sell,85147.83,0.39
788,529,sell,85073.11,0.03
789,793,sell,85159.42,0.14
790,530,sell,85284.30,0.01
791,185,sell,85323.15,0.02
792,462,buy,84398.27,0.02
793,665,sell,85342.55,0.08
794,537,sell,85962.03,0.14
795,564,buy,84356.45,0.16
796,154,buy,85247.40,0.02
797,748,sell,85270.53,0.01
798,260,buy,84800.87,0.75
799,506,buy,84812.28,0.08
800,615,buy,84893.83,0.63
801,213,buy,85178.24,1.42
802,306,buy,85017.78,0.02
803,717,sell,85069.23,0.08
804,954,buy,84877.53,0.01
805,125,sell,84870.89,0.12
806,627,buy,83987.54,0.11
807,742,sell,86113.05,0.02
808,325,buy,84728.02,1.73
809,509,sell,85192.38,0.01
810,726,buy,85019.56,0.06
811,756,sell,86719.39,0.07
812,574,sell,84824.21,0.19
813,70,buy,84877.11,0.02
814,631,sell,85074.43,0.09
815,37,sell,85271.04,0.88
816,344,buy,84306.76,0.01
817,579,sell,85215.17,0.01
818,819,sell,85036.90,0.05
819,548,sell,85145.29,0.61
820,770,buy,84661.42,0.05
821,899,buy,84209.30,0.04
822,115,buy,85036.56,0.01
823,819,buy,84923.13,0.13
824,147,sell,84312.64,10.00
825,211,sell,85338.33,0.11
826,955,buy,84452.98,0.00
827,106,sell,85114.97,0.13
828,914,buy,85055.58,0.14
829,688,buy,85052.53,0.10
830,359,sell,84510.36,0.63
831,176,buy,84871.46,0.08
832,483,sell,84915.93,0.02
833,722,sell,85480.70,0.38
834,320,buy,85239.66,0.12
835,822,sell,85174.48,0.51
836,477,buy,84937.37,0.39
837,373,buy,84697.92,0.09
838,487,buy,84500.27,0.04
839,589,buy,85287.39,0.31
840,666,buy,84819.35,0.14
841,250,sell,85142.90,0.01
842,606,buy,84763.37,0.03
843,178,sell,84544.01,0.15
844,607,sell,85045.63,0.08
845,416,buy,85284.18,0.31
846,507,sell,84956.46,0.01
847,774,sell,84971.21,0.01
848,400,sell,85078.14,0.40
849,814,sell,85751.41,0.06
850,9,sell,85499.20,0.07
851,641,buy,84854.39,0.14
852,487,buy,84504.27,0.05
853,296,sell,85056.20,0.30
854,448,sell,84973.09,1.89
855,466,sell,85171.90,0.06
856,620,buy,84642.19,0.21
857,949,sell,85995.39,0.18
858,116,sell,85040.71,0.35
859,880,sell,85178.89,0.01
860,760,sell,85313.25,0.13
861,628,buy,84592.54,0.08
862,481,sell,85130.42,0.57
863,172,buy,84624.02,0.38
864,63,sell,85236.34,0.18
865,756,sell,84983.54,0.11
866,285,buy,84894.85,0.01
867,619,buy,84935.15,0.05
868,268,sell,84964.28,0.11
869,87,sell,85459.15,3.36
870,423,sell,84899.56,0.16
871,752,sell,84945.98,0.08
872,488,sell,85213.33,0.03
873,486,buy,84831.47,0.01
