phase,command,order_id,symbol,price,size,action,order_type,uid
FILL,PLACE_ORDER,160,40000,34445,1,ASK,GTC,240
FILL,PLACE_ORDER,161,40000,34426,1,ASK,GTC,914
FILL,PLACE_ORDER,162,40000,34131,21,BID,GTC,906
FILL,PLACE_ORDER,163,40000,34439,13,ASK,GTC,896
FILL,PLACE_ORDER,164,40000,34555,1,ASK,GTC,255
FILL,PLACE_ORDER,165,40000,34392,1,ASK,GTC,50
FILL,PLACE_ORDER,166,40000,34368,46,BID,GTC,923
FILL,PLACE_ORDER,167,40000,34077,1,BID,GTC,926
FILL,PLACE_ORDER,168,40000,34441,1,ASK,GTC,87
FILL,PLACE_ORDER,169,40000,34383,1,BID,GTC,18
FILL,PLACE_ORDER,170,40000,34342,31,BID,GTC,365
FILL,PLACE_ORDER,171,40000,33742,9,BID,GTC,641
FILL,PLACE_ORDER,172,40000,34388,11,BID,GTC,838
FILL,PLACE_ORDER,173,40000,34391,13,ASK,GTC,420
FILL,PLACE_ORDER,174,40000,34379,7,BID,GTC,959
FILL,PLACE_ORDER,175,40000,34417,28,ASK,GTC,570
FILL,PLACE_ORDER,176,40000,34629,1,ASK,GTC,133
FILL,PLACE_ORDER,177,40000,34019,21,BID,GTC,550
FILL,PLACE_ORDER,178,40000,34393,17,ASK,GTC,690
FILL,PLACE_ORDER,179,40000,34385,1,BID,GTC,353
FILL,PLACE_ORDER,180,40000,34531,1,ASK,GTC,545
FILL,PLACE_ORDER,181,40000,34411,101,ASK,GTC,854
FILL,PLACE_ORDER,182,40000,34149,61,BID,GTC,853
FILL,PLACE_ORDER,183,40000,34597,17,ASK,GTC,139
FILL,PLACE_ORDER,184,40000,34393,1,ASK,GTC,690
FILL,PLACE_ORDER,185,40000,35484,76,ASK,GTC,248
FILL,PLACE_ORDER,186,40000,33728,31,BID,GTC,370
FILL,PLACE_ORDER,187,40000,34412,1,ASK,GTC,597
FILL,PLACE_ORDER,188,40000,34344,11,BID,GTC,645
FILL,PLACE_ORDER,189,40000,34389,21,BID,GTC,746
FILL,PLACE_ORDER,190,40000,34485,16,ASK,GTC,433
FILL,PLACE_ORDER,191,40000,34390,1,ASK,GTC,507
FILL,PLACE_ORDER,192,40000,34210,1,BID,GTC,400
FILL,PLACE_ORDER,193,40000,34531,1,ASK,GTC,19
FILL,PLACE_ORDER,194,40000,34412,13,ASK,GTC,732
FILL,PLACE_ORDER,195,40000,34371,1,BID,GTC,548
FILL,PLACE_ORDER,196,40000,34389,17,BID,GTC,259
FILL,PLACE_ORDER,197,40000,35233,76,ASK,GTC,859
FILL,PLACE_ORDER,198,40000,34635,76,ASK,GTC,188
FILL,PLACE_ORDER,199,40000,34408,1,ASK,GTC,694
FILL,PLACE_ORDER,200,40000,34373,33,BID,GTC,752
FILL,PLACE_ORDER,201,40000,34427,7,ASK,GTC,454
FILL,PLACE_ORDER,202,40000,34429,46,ASK,GTC,398
FILL,PLACE_ORDER,203,40000,34398,1,ASK,GTC,974
FILL,PLACE_ORDER,204,40000,34543,1,ASK,GTC,5
FILL,PLACE_ORDER,205,40000,34370,41,BID,GTC,107
FILL,PLACE_ORDER,206,40000,34426,6,ASK,GTC,822
FILL,PLACE_ORDER,207,40000,34042,21,BID,GTC,643
FILL,PLACE_ORDER,208,40000,34609,1,ASK,GTC,631
FILL,PLACE_ORDER,209,40000,34193,1,BID,GTC,770
FILL,PLACE_ORDER,210,40000,34380,9,BID,GTC,288
FILL,PLACE_ORDER,211,40000,34025,1,BID,GTC,530
FILL,PLACE_ORDER,212,40000,34213,37,BID,GTC,726
FILL,PLACE_ORDER,213,40000,34419,1,ASK,GTC,969
FILL,PLACE_ORDER,214,40000,34296,31,BID,GTC,497
FILL,PLACE_ORDER,215,40000,33740,2,BID,GTC,46
FILL,PLACE_ORDER,216,40000,34648,1,ASK,GTC,502
FILL,PLACE_ORDER,217,40000,34374,1,BID,GTC,913
FILL,PLACE_ORDER,218,40000,34370,1,BID,GTC,266
FILL,PLACE_ORDER,219,40000,34110,1,BID,GTC,457
FILL,PLACE_ORDER,220,40000,34354,1,BID,GTC,303
FILL,PLACE_ORDER,221,40000,34236,25,BID,GTC,221
FILL,PLACE_ORDER,222,40000,34395,1,ASK,GTC,528
FILL,PLACE_ORDER,223,40000,34924,41,ASK,GTC,842
FILL,PLACE_ORDER,224,40000,34423,1,ASK,GTC,103
FILL,PLACE_ORDER,225,40000,34432,1,ASK,GTC,485
FILL,PLACE_ORDER,226,40000,34509,61,ASK,GTC,90
FILL,PLACE_ORDER,227,40000,34435,2,ASK,GTC,313
FILL,PLACE_ORDER,228,40000,34401,7,ASK,GTC,474
FILL,PLACE_ORDER,229,40000,34371,1,BID,GTC,470
FILL,PLACE_ORDER,230,40000,34392,3,ASK,GTC,117
FILL,PLACE_ORDER,231,40000,34269,9,BID,GTC,453
FILL,PLACE_ORDER,232,40000,34194,7,BID,GTC,359
FILL,PLACE_ORDER,233,40000,34395,1,ASK,GTC,28
FILL,PLACE_ORDER,234,40000,34530,11,ASK,GTC,297
FILL,PLACE_ORDER,235,40000,34384,25,BID,GTC,24
FILL,PLACE_ORDER,236,40000,34378,1,BID,GTC,748
FILL,PLACE_ORDER,237,40000,34320,41,BID,GTC,318
FILL,PLACE_ORDER,238,40000,34395,41,ASK,GTC,967
FILL,PLACE_ORDER,239,40000,34788,1,ASK,GTC,693
FILL,PLACE_ORDER,240,40000,34427,21,ASK,GTC,446
FILL,PLACE_ORDER,241,40000,34111,76,BID,GTC,44
FILL,PLACE_ORDER,242,40000,34133,1,BID,GTC,22
FILL,PLACE_ORDER,243,40000,34387,1,BID,GTC,755
FILL,PLACE_ORDER,244,40000,34389,1,BID,GTC,519
FILL,PLACE_ORDER,245,40000,34397,1,ASK,GTC,114
FILL,PLACE_ORDER,246,40000,34382,61,BID,GTC,443
FILL,PLACE_ORDER,247,40000,34550,1,ASK,GTC,688
FILL,PLACE_ORDER,248,40000,34315,1,BID,GTC,622
FILL,PLACE_ORDER,249,40000,34254,21,BID,GTC,316
FILL,PLACE_ORDER,250,40000,34318,37,BID,GTC,479
FILL,PLACE_ORDER,251,40000,34811,101,ASK,GTC,809
FILL,PLACE_ORDER,252,40000,34489,37,ASK,GTC,234
FILL,PLACE_ORDER,253,40000,34063,1,BID,GTC,402
FILL,PLACE_ORDER,254,40000,34398,1,ASK,GTC,876
FILL,PLACE_ORDER,255,40000,34386,1,BID,GTC,824
FILL,PLACE_ORDER,256,40000,34744,1,ASK,GTC,638
FILL,PLACE_ORDER,257,40000,34395,1,ASK,GTC,73
FILL,PLACE_ORDER,258,40000,34399,17,ASK,GTC,134
FILL,PLACE_ORDER,259,40000,34414,81,ASK,GTC,352
FILL,PLACE_ORDER,260,40000,33651,1,BID,GTC,85
FILL,PLACE_ORDER,261,40000,34525,33,ASK,GTC,315
FILL,PLACE_ORDER,262,40000,34384,11,BID,GTC,153
FILL,PLACE_ORDER,263,40000,34367,81,BID,GTC,844
FILL,PLACE_ORDER,264,40000,34392,19,ASK,GTC,151
FILL,PLACE_ORDER,265,40000,34437,7,ASK,GTC,154
FILL,PLACE_ORDER,266,40000,34186,101,BID,GTC,696
FILL,PLACE_ORDER,267,40000,34293,41,BID,GTC,311
FILL,PLACE_ORDER,268,40000,34363,26,BID,GTC,908
FILL,PLACE_ORDER,269,40000,34385,7,BID,GTC,963
FILL,PLACE_ORDER,270,40000,34387,46,BID,GTC,770
FILL,PLACE_ORDER,271,40000,34391,1,ASK,GTC,362
FILL,PLACE_ORDER,272,40000,34382,1,BID,GTC,66
FILL,PLACE_ORDER,273,40000,34623,37,ASK,GTC,612
FILL,PLACE_ORDER,274,40000,35235,7,ASK,GTC,957
FILL,PLACE_ORDER,275,40000,34402,1,ASK,GTC,654
FILL,PLACE_ORDER,276,40000,34373,7,BID,GTC,608
FILL,PLACE_ORDER,277,40000,34147,1,BID,GTC,790
FILL,PLACE_ORDER,278,40000,34520,3,ASK,GTC,728
FILL,PLACE_ORDER,279,40000,34501,4,ASK,GTC,2
FILL,PLACE_ORDER,280,40000,34953,1,ASK,GTC,39
FILL,PLACE_ORDER,281,40000,34391,33,ASK,GTC,169
FILL,PLACE_ORDER,282,40000,34418,1,ASK,GTC,861
FILL,PLACE_ORDER,283,40000,34385,31,BID,GTC,151
FILL,PLACE_ORDER,284,40000,34406,21,ASK,GTC,682
FILL,PLACE_ORDER,285,40000,34138,21,BID,GTC,370
FILL,PLACE_ORDER,286,40000,34062,5,BID,GTC,942
FILL,PLACE_ORDER,287,40000,34388,1,BID,GTC,671
FILL,PLACE_ORDER,288,40000,34381,1,BID,GTC,14
FILL,PLACE_ORDER,289,40000,34391,25,ASK,GTC,827
FILL,PLACE_ORDER,290,40000,34501,31,ASK,GTC,872
FILL,PLACE_ORDER,291,40000,34346,1,BID,GTC,746
FILL,PLACE_ORDER,292,40000,34311,13,BID,GTC,683
FILL,PLACE_ORDER,293,40000,34380,13,BID,GTC,426
FILL,PLACE_ORDER,294,40000,34380,1,BID,GTC,214
FILL,PLACE_ORDER,295,40000,34395,1,ASK,GTC,66
FILL,PLACE_ORDER,296,40000,34368,1,BID,GTC,917
FILL,PLACE_ORDER,297,40000,33822,61,BID,GTC,679
FILL,PLACE_ORDER,298,40000,34392,76,ASK,GTC,776
FILL,PLACE_ORDER,299,40000,34458,13,ASK,GTC,886
FILL,PLACE_ORDER,300,40000,34343,26,BID,GTC,396
FILL,PLACE_ORDER,301,40000,34420,13,ASK,GTC,586
FILL,PLACE_ORDER,302,40000,34521,4,ASK,GTC,981
FILL,PLACE_ORDER,303,40000,34392,1,ASK,GTC,928
FILL,PLACE_ORDER,304,40000,34141,1,BID,GTC,694
FILL,PLACE_ORDER,305,40000,34605,4,ASK,GTC,481
FILL,PLACE_ORDER,306,40000,33505,1,BID,GTC,578
FILL,PLACE_ORDER,307,40000,34121,1,BID,GTC,802
FILL,PLACE_ORDER,308,40000,34175,21,BID,GTC,944
FILL,PLACE_ORDER,309,40000,34387,126,BID,GTC,307
FILL,PLACE_ORDER,310,40000,33900,101,BID,GTC,448
FILL,PLACE_ORDER,311,40000,34467,1,ASK,GTC,706
FILL,PLACE_ORDER,312,40000,34065,1,BID,GTC,210
FILL,PLACE_ORDER,313,40000,34388,26,BID,GTC,486
FILL,PLACE_ORDER,314,40000,34314,37,BID,GTC,444
FILL,PLACE_ORDER,315,40000,34448,1,ASK,GTC,801
FILL,PLACE_ORDER,316,40000,34224,41,BID,GTC,206
FILL,PLACE_ORDER,317,40000,33773,1,BID,GTC,33
FILL,PLACE_ORDER,318,40000,34388,1,BID,GTC,170
FILL,PLACE_ORDER,319,40000,34418,7,ASK,GTC,684
FILL,PLACE_ORDER,320,40000,34386,1,BID,GTC,504
FILL,PLACE_ORDER,321,40000,34519,31,ASK,GTC,815
FILL,PLACE_ORDER,322,40000,33952,19,BID,GTC,323
FILL,PLACE_ORDER,323,40000,34559,17,ASK,GTC,770
FILL,PLACE_ORDER,324,40000,33912,1,BID,GTC,661
FILL,PLACE_ORDER,325,40000,34567,41,ASK,GTC,73
FILL,PLACE_ORDER,326,40000,34431,25,ASK,GTC,914
FILL,PLACE_ORDER,327,40000,34355,4,BID,GTC,208
FILL,PLACE_ORDER,328,40000,34916,7,ASK,GTC,608
FILL,PLACE_ORDER,329,40000,34402,41,ASK,GTC,327
FILL,PLACE_ORDER,330,40000,34447,6,ASK,GTC,92
FILL,PLACE_ORDER,331,40000,34388,13,BID,GTC,168
FILL,PLACE_ORDER,332,40000,34332,10,BID,GTC,979
FILL,PLACE_ORDER,333,40000,34307,37,BID,GTC,198
FILL,PLACE_ORDER,334,40000,34135,1,BID,GTC,148
FILL,PLACE_ORDER,335,40000,34414,1,ASK,GTC,966
FILL,PLACE_ORDER,336,40000,34389,65,BID,GTC,379
FILL,PLACE_ORDER,337,40000,34211,1,BID,GTC,196
FILL,PLACE_ORDER,338,40000,34177,1,BID,GTC,644
FILL,PLACE_ORDER,339,40000,34677,3,ASK,GTC,966
FILL,PLACE_ORDER,340,40000,34508,5,ASK,GTC,846
FILL,PLACE_ORDER,341,40000,34414,1,ASK,GTC,584
FILL,PLACE_ORDER,342,40000,34763,5,ASK,GTC,824
FILL,PLACE_ORDER,343,40000,33849,10,BID,GTC,50
FILL,PLACE_ORDER,344,40000,34388,1,BID,GTC,501
FILL,PLACE_ORDER,345,40000,34163,1,BID,GTC,532
FILL,PLACE_ORDER,346,40000,34491,17,ASK,GTC,77
FILL,PLACE_ORDER,347,40000,34326,1,BID,GTC,272
FILL,PLACE_ORDER,348,40000,35335,1,ASK,GTC,335
FILL,PLACE_ORDER,349,40000,34639,16,ASK,GTC,567
FILL,PLACE_ORDER,350,40000,34343,1,BID,GTC,119
FILL,PLACE_ORDER,351,40000,33527,1,BID,GTC,591
FILL,PLACE_ORDER,352,40000,33372,13,BID,GTC,334
FILL,PLACE_ORDER,353,40000,34321,1,BID,GTC,411
FILL,PLACE_ORDER,354,40000,34381,31,BID,GTC,449
FILL,PLACE_ORDER,355,40000,34706,61,ASK,GTC,195
FILL,PLACE_ORDER,356,40000,34395,41,ASK,GTC,829
FILL,PLACE_ORDER,357,40000,34393,1,ASK,GTC,815
FILL,PLACE_ORDER,358,40000,34220,5,BID,GTC,541
FILL,PLACE_ORDER,359,40000,34410,6,ASK,GTC,808
FILL,PLACE_ORDER,360,40000,34676,1,ASK,GTC,845
FILL,PLACE_ORDER,361,40000,34314,49,BID,GTC,246
FILL,PLACE_ORDER,362,40000,34389,25,BID,GTC,588
FILL,PLACE_ORDER,363,40000,34056,1,BID,GTC,636
FILL,PLACE_ORDER,364,40000,34409,65,ASK,GTC,641
FILL,PLACE_ORDER,365,40000,34496,76,ASK,GTC,522
FILL,PLACE_ORDER,366,40000,34318,1,BID,GTC,740
FILL,PLACE_ORDER,367,40000,34416,1,ASK,GTC,532
FILL,PLACE_ORDER,368,40000,34115,17,BID,GTC,878
FILL,PLACE_ORDER,369,40000,33607,10,BID,GTC,187
FILL,PLACE_ORDER,370,40000,34311,1,BID,GTC,610
FILL,PLACE_ORDER,371,40000,34681,1,ASK,GTC,820
FILL,PLACE_ORDER,372,40000,34490,1,ASK,GTC,16
FILL,PLACE_ORDER,373,40000,34354,21,BID,GTC,665
FILL,PLACE_ORDER,374,40000,34942,11,ASK,GTC,934
FILL,PLACE_ORDER,375,40000,34412,49,ASK,GTC,890
FILL,PLACE_ORDER,376,40000,33854,1,BID,GTC,168
FILL,PLACE_ORDER,377,40000,34228,1,BID,GTC,53
FILL,PLACE_ORDER,378,40000,34387,7,BID,GTC,510
FILL,PLACE_ORDER,379,40000,34116,5,BID,GTC,741
FILL,PLACE_ORDER,380,40000,34323,5,BID,GTC,267
FILL,PLACE_ORDER,381,40000,34473,1,ASK,GTC,852
FILL,PLACE_ORDER,382,40000,34175,1,BID,GTC,670
FILL,PLACE_ORDER,383,40000,34482,1,ASK,GTC,610
FILL,PLACE_ORDER,384,40000,34407,1,ASK,GTC,921
FILL,PLACE_ORDER,385,40000,34068,41,BID,GTC,267
FILL,PLACE_ORDER,386,40000,34323,16,BID,GTC,14
FILL,PLACE_ORDER,387,40000,34389,76,BID,GTC,50
FILL,PLACE_ORDER,388,40000,33850,13,BID,GTC,147
FILL,PLACE_ORDER,389,40000,34219,26,BID,GTC,56
FILL,PLACE_ORDER,390,40000,34781,1,ASK,GTC,832
FILL,PLACE_ORDER,391,40000,34392,33,ASK,GTC,369
FILL,PLACE_ORDER,392,40000,33707,1,BID,GTC,496
FILL,PLACE_ORDER,393,40000,34071,101,BID,GTC,21
FILL,PLACE_ORDER,394,40000,34704,1,ASK,GTC,700
FILL,PLACE_ORDER,395,40000,34391,7,ASK,GTC,269
FILL,PLACE_ORDER,396,40000,34475,1,ASK,GTC,900
FILL,PLACE_ORDER,397,40000,35109,1,ASK,GTC,850
FILL,PLACE_ORDER,398,40000,34886,1,ASK,GTC,99
FILL,PLACE_ORDER,399,40000,34427,25,ASK,GTC,751
FILL,PLACE_ORDER,400,40000,33687,25,BID,GTC,639
FILL,PLACE_ORDER,401,40000,34511,1,ASK,GTC,747
FILL,PLACE_ORDER,402,40000,34527,49,ASK,GTC,700
FILL,PLACE_ORDER,403,40000,34388,81,BID,GTC,660
FILL,PLACE_ORDER,404,40000,34342,9,BID,GTC,208
FILL,PLACE_ORDER,405,40000,34657,1,ASK,GTC,518
FILL,PLACE_ORDER,406,40000,34597,16,ASK,GTC,883
FILL,PLACE_ORDER,407,40000,34627,1,ASK,GTC,1000
FILL,PLACE_ORDER,408,40000,34478,17,ASK,GTC,468
FILL,PLACE_ORDER,409,40000,33903,21,BID,GTC,619
FILL,PLACE_ORDER,410,40000,34244,1,BID,GTC,13
FILL,PLACE_ORDER,411,40000,34412,49,ASK,GTC,878
FILL,PLACE_ORDER,412,40000,34692,5,ASK,GTC,892
FILL,PLACE_ORDER,413,40000,34446,26,ASK,GTC,647
FILL,PLACE_ORDER,414,40000,34395,126,ASK,GTC,133
FILL,PLACE_ORDER,415,40000,34390,41,BID,GTC,565
FILL,PLACE_ORDER,416,40000,34806,1,ASK,GTC,959
