order_id,user_id,side,order_type,price,qty,filled_qty,status
120,600,buy,limit,84090680000,8777100,0,New
126,997,sell,limit,85334890000,7368400,0,New
129,468,sell,limit,85669500000,11921200,0,New
130,885,buy,limit,84485560000,1435600,0,New
132,552,buy,limit,84609950000,90400,0,New
133,891,buy,limit,84760650000,471400,0,New
134,45,buy,limit,84353010000,86904800,0,New
137,408,sell,limit,85507200000,44435900,0,New
139,241,sell,limit,86539770000,30705400,0,New
144,261,buy,limit,84392550000,8820400,0,New
148,703,sell,limit,85635200000,435626500,0,New
149,925,buy,limit,84738740000,3514100,0,New
150,636,buy,limit,84604960000,17145200,0,New
155,78,buy,limit,84475330000,1920300,0,New
158,938,sell,limit,85276710000,7352100,0,New
166,579,buy,limit,84770920000,32839500,0,New
170,488,buy,limit,84747290000,8532900,0,New
171,630,buy,limit,84462540000,11072200,0,New
172,988,buy,limit,84497730000,8084100,0,New
174,282,sell,limit,85336980000,4671000,0,New
176,667,sell,limit,85530980000,2002900,0,New
177,424,buy,limit,84839780000,1624000,0,New
178,682,buy,limit,84680890000,9297300,0,New
180,601,sell,limit,85302140000,1626900,0,New
181,964,sell,limit,85345000000,4047600,0,New
182,218,buy,limit,84497770000,4192800,0,New
183,118,sell,limit,85439200000,83350300,0,New
184,659,sell,limit,85292900000,16698000,0,New
187,465,buy,limit,84650870000,51938500,0,New
193,721,buy,limit,84695730000,5366500,0,New
198,649,buy,limit,84374210000,2412900,0,New
201,773,sell,limit,85310880000,157018500,0,New
205,394,buy,limit,84576760000,63680700,0,New
208,177,buy,limit,83776170000,11720200,0,New
211,259,sell,limit,85623280000,42244900,0,New
214,833,buy,limit,84227370000,10225000,0,New
219,739,buy,limit,84689260000,2966500,0,New
223,957,buy,limit,84491180000,968200,0,New
224,280,buy,limit,84523520000,66407300,0,New
227,852,buy,limit,84825130000,222400,0,New
229,125,buy,limit,84574190000,8832700,0,New
230,927,buy,limit,84722050000,19860400,0,New
232,88,sell,limit,85801300000,17008000,0,New
239,448,sell,limit,85593260000,9807400,0,New
242,457,sell,limit,85317880000,6710500,0,New
243,891,sell,limit,85164990000,55908800,40824100,PartiallyFilled
245,976,buy,limit,84687900000,8335300,0,New
247,696,buy,limit,84827280000,6069100,0,New
249,576,buy,limit,84666470000,1507100,0,New
251,921,sell,limit,85443600000,44236100,0,New
252,564,sell,limit,85505510000,55710100,0,New
253,521,buy,limit,84576450000,2621300,0,New
254,370,sell,limit,85434540000,14084500,0,New
255,89,buy,limit,84655110000,9110300,0,New
258,787,sell,limit,85635470000,3433900,0,New
260,81,buy,limit,84772840000,2507000,0,New
261,547,buy,limit,84748450000,12845300,0,New
262,640,sell,limit,85490790000,25516400,0,New
263,30,buy,limit,84601030000,4642300,0,New
264,586,buy,limit,84801180000,15851400,0,New
266,706,buy,limit,84808090000,1442300,0,New
267,321,sell,limit,86147730000,5159400,0,New
271,782,buy,limit,84816570000,69638800,0,New
272,93,sell,limit,85886870000,3221400,0,New
273,52,buy,limit,84505050000,18618200,0,New
274,9,sell,limit,85565360000,119316300,0,New
282,427,sell,limit,85348920000,1372900,0,New
284,537,sell,limit,85488590000,584900,0,New
286,423,sell,limit,85399760000,19101600,0,New
287,142,sell,limit,86620290000,9145600,0,New
291,213,sell,limit,85186080000,107600400,0,New
294,220,buy,limit,84287570000,17952200,0,New
296,239,buy,limit,84654730000,64350800,0,New
297,958,sell,limit,85287520000,25191600,0,New
311,766,sell,limit,85328090000,82318100,0,New
313,578,buy,limit,84382310000,1912500,0,New
316,578,buy,limit,84557560000,25887800,0,New
319,785,sell,limit,85865560000,511600,0,New
324,159,buy,limit,84647710000,4113500,0,New
331,965,sell,limit,85208970000,23482800,0,New
332,308,buy,limit,84813340000,36167500,0,New
339,101,sell,limit,85385070000,5596100,0,New
342,584,sell,limit,85290510000,18973800,0,New
343,842,buy,limit,84633830000,6857800,0,New
344,361,buy,limit,84806070000,104131200,0,New
345,658,sell,limit,85485250000,799800,0,New
347,683,sell,limit,85293980000,7929200,0,New
352,83,sell,limit,85382900000,1854100,0,New
353,566,buy,limit,84667490000,17464900,0,New
354,879,sell,limit,85660790000,31336100,0,New
358,855,sell,limit,85217750000,3171200,0,New
359,810,sell,limit,85196580000,3665900,0,New
360,349,sell,limit,85250290000,59973100,0,New
361,650,buy,limit,84804930000,5783800,0,New
363,275,buy,limit,84720700000,24657800,0,New
364,110,buy,limit,84826910000,21151000,0,New
365,90,buy,limit,84770610000,7842600,0,New
366,363,sell,limit,85410720000,3662800,0,New
367,743,sell,limit,85994680000,12498100,0,New
370,641,buy,limit,84820810000,1836600,0,New
372,988,buy,limit,84638410000,29340400,0,New
375,852,sell,limit,85424350000,6269100,0,New
380,663,sell,limit,85283530000,1192300,0,New
382,590,buy,limit,84818360000,44485800,0,New
386,169,sell,limit,85204470000,12210000,0,New
388,443,buy,limit,84429610000,7965500,0,New
390,469,buy,limit,84805490000,57328200,0,New
392,834,sell,limit,85659310000,20292100,0,New
395,942,sell,limit,85225840000,9694700,0,New
396,323,sell,limit,85531040000,95448100,0,New
397,200,sell,limit,85198970000,9597800,0,New
400,761,sell,limit,85201750000,12912100,0,New
401,557,sell,limit,85460420000,25117100,0,New
402,34,buy,limit,84544260000,25333200,0,New
403,831,sell,limit,85522690000,16424500,0,New
406,976,sell,limit,85309420000,1073200,0,New
407,849,buy,limit,84849760000,816800,0,New
408,643,buy,limit,84720890000,10572400,0,New
409,959,sell,limit,85190150000,49966000,0,New
410,868,sell,limit,85175820000,19312300,0,New
411,65,sell,limit,85898150000,52297800,0,New
412,331,sell,limit,85239390000,13919500,0,New
414,17,buy,limit,84828490000,854500,0,New
415,136,sell,limit,85548500000,6761100,0,New
425,616,sell,limit,85404330000,250879300,0,New
427,662,buy,limit,84188020000,9852800,0,New
429,325,buy,limit,84762680000,3354300,0,New
433,157,buy,limit,84794350000,11661400,0,New
434,650,sell,limit,85282190000,4196200,0,New
436,624,buy,limit,84703300000,9859700,0,New
438,66,buy,limit,84725100000,9799400,0,New
441,184,sell,limit,85224670000,7364300,0,New
442,427,sell,limit,85465330000,12325000,0,New
445,299,sell,limit,85267990000,7966500,0,New
446,506,sell,limit,85355640000,17990000,0,New
448,899,buy,limit,84614160000,2965400,0,New
451,718,sell,limit,85370790000,15223500,0,New
453,243,buy,limit,84312860000,1942300,0,New
457,162,sell,limit,85330470000,14030400,0,New
463,173,sell,limit,85348100000,9839800,0,New
466,659,sell,limit,85273480000,4511500,0,New
470,940,sell,limit,85772360000,119000,0,New
472,606,buy,limit,84225190000,14544700,0,New
473,193,sell,limit,85916900000,11405200,0,New
476,146,sell,limit,85522000000,66324700,0,New
485,388,buy,limit,84526870000,58174600,0,New
489,495,sell,limit,85289790000,16292000,0,New
499,989,sell,limit,85183650000,65220500,0,New
503,265,buy,limit,84556990000,911300,0,New
520,526,buy,limit,84604850000,25877500,0,New
521,9,buy,limit,84246420000,65773500,0,New
523,694,sell,limit,85243380000,14759600,0,New
526,59,sell,limit,85253100000,36472200,0,New
528,755,buy,limit,84760510000,540400,0,New
529,228,sell,limit,85184090000,58572100,0,New
530,308,sell,limit,85552740000,4028100,0,New
531,132,sell,limit,85228210000,196014000,0,New
534,484,sell,limit,85534810000,6479300,0,New
541,746,sell,limit,85164410000,17417300,6592300,New
546,678,buy,limit,84728320000,24321200,0,New
554,351,buy,limit,84140970000,3845000,0,New
555,872,buy,limit,84422920000,3721500,0,New
557,822,sell,limit,85260400000,63497500,0,New
558,884,sell,limit,85944680000,1841800,0,New
560,762,sell,limit,85991460000,19357800,0,New
561,536,sell,limit,85164040000,30826700,18378300,New
562,680,sell,limit,85485190000,1162500,0,New
564,837,buy,limit,84564920000,3940400,0,New
565,458,buy,limit,84628240000,1249100,0,New
567,312,sell,limit,85290500000,8428500,0,New
569,485,sell,limit,85173050000,479800,0,New
570,3,buy,limit,84126180000,3263400,0,New
571,719,buy,limit,84804020000,249378700,0,New
574,127,sell,limit,85293360000,9936000,0,New
575,50,sell,limit,85243770000,508500,0,New
580,944,sell,limit,85287190000,107760600,0,New
581,711,sell,limit,85384160000,14683700,0,New
582,966,sell,limit,85370760000,34221200,0,New
586,464,buy,limit,84633930000,12297400,0,New
587,804,sell,limit,85320500000,1518200,0,New
589,258,buy,limit,84474770000,8276300,0,New
590,649,sell,limit,85378190000,13531700,0,New
593,158,sell,limit,85398280000,78196700,0,New
595,226,sell,limit,85412880000,1468500,0,New
597,224,sell,limit,85183670000,18903500,0,New
598,665,buy,limit,84826490000,147983100,0,New
602,99,buy,limit,84780040000,69302700,0,New
610,816,sell,limit,85841080000,585300,0,New
611,937,sell,limit,85285630000,30745900,0,New
612,43,buy,limit,84780490000,52291100,0,New
617,462,buy,limit,84675420000,1268000,0,New
623,32,sell,limit,85393300000,13431400,0,New
632,837,sell,limit,85187210000,17131100,0,New
635,738,buy,limit,84810660000,19393100,0,New
640,225,sell,limit,85423050000,27399800,0,New
645,848,buy,limit,84687530000,7376500,0,New
647,391,buy,limit,84368910000,77447900,0,New
657,844,buy,limit,84831180000,2365900,0,New
658,82,sell,limit,85700030000,4754000,0,New
659,294,sell,limit,85762360000,98834300,0,New
660,450,buy,limit,84296060000,10597300,0,New
663,573,sell,limit,85862090000,2320000,0,New
668,324,buy,limit,84781320000,20167900,0,New
669,295,buy,limit,84538140000,9109000,0,New
671,755,buy,limit,84451250000,3881200,0,New
672,256,sell,limit,85404300000,100925100,0,New
674,505,sell,limit,85237330000,4919400,0,New
677,795,buy,limit,84671410000,7184900,0,New
680,511,buy,limit,84621180000,5603300,0,New
682,277,sell,limit,85514140000,32051200,0,New
683,10,buy,limit,83595500000,64332500,0,New
685,221,sell,limit,85272860000,8237100,0,New
686,370,buy,limit,84553430000,5057000,0,New
690,172,sell,limit,85159130000,16250500,0,New
692,274,sell,limit,85576980000,37869800,0,New
698,488,buy,limit,84280490000,11553900,0,New
700,578,buy,limit,84782340000,76145500,0,New
703,705,sell,limit,85184740000,1088600,0,New
704,300,sell,limit,85222030000,8059300,0,New
706,246,sell,limit,85261650000,19844600,0,New
707,665,sell,limit,85155230000,30421000,0,New
708,297,buy,limit,84823200000,27607200,0,New
711,805,sell,limit,85178300000,30639400,0,New
713,186,buy,limit,84543530000,26169700,0,New
714,787,sell,limit,85959790000,536800,0,New
715,97,sell,limit,85182680000,19714100,0,New
716,331,buy,limit,84628760000,11564300,0,New
721,347,sell,limit,85269630000,119936200,0,New
722,129,buy,limit,84768540000,17687700,0,New
724,921,buy,limit,84768150000,12406800,0,New
725,581,buy,limit,84640780000,324500,0,New
728,20,sell,limit,85266290000,6110300,0,New
729,991,sell,limit,85208760000,9860400,0,New
733,605,buy,limit,84739460000,2290800,0,New
734,912,sell,limit,85279180000,2478100,0,New
735,912,buy,limit,84662650000,31091800,0,New
738,641,sell,limit,85227700000,150252100,0,New
739,591,buy,limit,84697880000,32620100,0,New
740,185,sell,limit,85292680000,12436400,0,New
741,956,buy,limit,83762300000,4876400,0,New
747,308,buy,limit,84339550000,88540000,0,New
748,812,buy,limit,84392260000,180318200,0,New
749,98,sell,limit,85354050000,12374100,0,New
750,58,sell,limit,85559640000,886000,0,New
756,88,buy,limit,84671730000,36656700,0,New
767,390,sell,limit,85616650000,9066800,0,New
768,91,buy,limit,84820760000,2512400,0,New
770,310,buy,limit,84799540000,85401200,0,New
771,900,buy,limit,83793250000,3420400,0,New
775,537,sell,limit,85630630000,75494200,0,New
776,579,sell,limit,85227240000,202500,0,New
777,745,buy,limit,84056890000,54935000,0,New
778,764,sell,limit,85709650000,717100,0,New
781,489,buy,limit,84815630000,16026500,0,New
784,469,sell,limit,85401170000,48597800,0,New
785,738,buy,limit,84631000000,16626900,0,New
787,899,sell,limit,85147830000,39283400,0,New
789,793,sell,limit,85159420000,13606000,0,New
790,530,sell,limit,85284300000,1211600,0,New
791,185,sell,limit,85323150000,2018400,0,New
792,462,buy,limit,84398270000,2100900,0,New
793,665,sell,limit,85342550000,8151400,0,New
794,537,sell,limit,85962030000,14095700,0,New
795,564,buy,limit,84356450000,16404800,0,New
797,748,sell,limit,85270530000,1318800,0,New
798,260,buy,limit,84800870000,75248300,0,New
799,506,buy,limit,84812280000,7779100,0,New
806,627,buy,limit,83987540000,10850700,0,New
807,742,sell,limit,86113050000,2465900,0,New
808,325,buy,limit,84728020000,172785100,0,New
809,509,sell,limit,85192380000,1213800,0,New
811,756,sell,limit,86719390000,7174700,0,New
815,37,sell,limit,85271040000,88361800,0,New
816,344,buy,limit,84306760000,920400,0,New
817,579,sell,limit,85215170000,919100,0,New
819,548,sell,limit,85145290000,61046300,8033900,New
820,770,buy,limit,84661420000,5252400,0,New
821,899,buy,limit,84209300000,3510000,0,New
825,211,sell,limit,85338330000,10594400,0,New
826,955,buy,limit,84452980000,208300,0,New
833,722,sell,limit,85480700000,38079900,0,New
835,822,sell,limit,85174480000,51457400,0,New
837,373,buy,limit,84697920000,8834100,0,New
838,487,buy,limit,84500270000,4230800,0,New
840,666,buy,limit,84819350000,13579500,0,New
842,606,buy,limit,84763370000,2651200,0,New
849,814,sell,limit,85751410000,6440100,0,New
850,9,sell,limit,85499200000,6513200,0,New
852,487,buy,limit,84504270000,5396000,0,New
855,466,sell,limit,85171900000,6329900,0,New
856,620,buy,limit,84642190000,21106700,0,New
857,949,sell,limit,85995390000,18116400,0,New
859,880,sell,limit,85178890000,1343300,0,New
860,760,sell,limit,85313250000,12711800,0,New
861,628,buy,limit,84592540000,8484200,0,New
863,172,buy,limit,84624020000,38140600,0,New
864,63,sell,limit,85236340000,17646700,0,New
869,87,sell,limit,85459150000,335800300,0,New
872,488,sell,limit,85213330000,3497100,0,New
873,486,buy,limit,84831470000,684700,0,New
874,392,sell,limit,85312280000,1174500,0,New
876,473,sell,limit,85357410000,13278900,0,New
881,673,sell,limit,85433940000,4016000,0,New
882,189,buy,limit,84275260000,1000000000,0,New
883,284,sell,limit,85300270000,25496400,0,New
890,414,sell,limit,85411840000,11091600,0,New
895,368,buy,limit,84830000000,3325500,0,New
896,812,sell,limit,85214100000,47678400,0,New
898,470,sell,limit,85215540000,22450200,0,New
902,109,buy,limit,84733120000,2441500,0,New
903,346,sell,limit,85308710000,12543300,0,New
905,173,sell,limit,85166670000,36743300,0,New
907,711,sell,limit,85320020000,1225300,0,New
909,735,buy,limit,84725330000,30496900,0,New
913,258,buy,limit,84614710000,41648600,0,New
915,766,sell,limit,85404340000,6089300,0,New
921,236,buy,limit,84805620000,33301600,0,New
924,788,sell,limit,85147280000,138367600,0,New
927,598,buy,limit,84600130000,50497500,0,New
928,809,sell,limit,85329770000,3836900,0,New
930,814,buy,limit,84729900000,15240400,0,New
932,180,sell,limit,85229210000,22638700,0,New
934,983,sell,limit,85384280000,108200,0,New
936,540,sell,limit,85212990000,8223600,0,New
937,690,sell,limit,85740580000,8888300,0,New
939,152,buy,limit,84789410000,15894100,0,New
940,993,sell,limit,85183210000,4567600,0,New
942,352,sell,limit,85189210000,24803400,0,New
946,997,buy,limit,84377480000,24679900,0,New
948,576,sell,limit,85992930000,1935000,0,New
949,999,buy,limit,84331500000,6122600,0,New
951,520,buy,limit,84813150000,1238300,0,New
953,695,sell,limit,85150380000,48708700,0,New
956,90,sell,limit,85191360000,17221000,0,New
959,221,sell,limit,86270400000,29998100,0,New
960,826,sell,limit,85351990000,2612300,0,New
964,847,buy,limit,84803170000,22164800,0,New
968,890,buy,limit,84043740000,36939200,0,New
972,785,sell,limit,85252290000,2823800,0,New
975,798,buy,limit,84360670000,2981600,0,New
976,227,sell,limit,85228000000,221543200,0,New
980,134,sell,limit,85386570000,9312400,0,New
981,202,buy,limit,84793210000,5062800,0,New
984,165,sell,limit,85261470000,10136500,0,New
987,715,sell,limit,85826260000,2800100,0,New
988,389,buy,limit,84843430000,26670900,0,New
991,704,sell,limit,85225270000,240900,0,New
992,194,sell,limit,85432950000,59668300,0,New
994,88,buy,limit,84674110000,33696000,0,New
995,373,sell,limit,85249890000,237157400,0,New
996,286,sell,limit,85249060000,274954300,0,New
997,966,buy,limit,84741250000,6206200,0,New
1000,696,buy,limit,84728020000,72094100,0,New
1002,268,sell,limit,85216570000,1682400,0,New
1005,783,buy,limit,84700620000,30498300,0,New
1007,387,sell,limit,85988990000,6216800,0,New
1008,47,buy,limit,84552890000,25098300,0,New
1011,39,buy,limit,84761720000,40896900,0,New
1017,438,buy,limit,84706950000,740300,0,New
1018,444,sell,limit,85154680000,2669400,0,New
1020,591,buy,limit,84532910000,46645100,0,New
1021,654,sell,limit,85392050000,6749800,0,New
1027,564,buy,limit,84129620000,9635100,0,New
1028,881,sell,limit,85108480000,224151300,0,New
1029,907,buy,limit,84647290000,13915100,0,New
1030,973,sell,limit,85193210000,717300,0,New
1031,792,sell,limit,85242110000,3245100,0,New
1033,419,buy,limit,84803890000,4406400,0,New
1041,949,sell,limit,85552120000,28140200,0,New
1042,361,buy,limit,84773440000,2316400,0,New
1043,781,buy,limit,84722130000,23794000,0,New
1044,411,buy,limit,84757090000,2632700,0,New
1045,731,sell,limit,85385550000,171359300,0,New
1046,812,sell,limit,85545470000,3194900,0,New
1048,898,buy,limit,84760330000,14743000,0,New
1051,539,buy,limit,84821600000,16599900,0,New
1052,731,buy,limit,84547670000,932200,0,New
1053,392,buy,limit,84742070000,21899500,0,New
1055,255,buy,limit,84819510000,2272600,0,New
1056,704,buy,limit,84835420000,13097400,0,New
1060,120,buy,limit,84799420000,54422500,0,New
1063,973,buy,limit,84702610000,3091000,0,New
1068,943,buy,limit,84687670000,43100500,0,New
1070,472,sell,limit,85172600000,1866900,0,New
1074,413,buy,limit,84705090000,1469700,0,New
1075,443,sell,limit,85615110000,15152500,0,New
1076,99,sell,limit,85189770000,66478900,0,New
1079,703,sell,limit,85209320000,15122300,0,New
1080,480,buy,limit,84810190000,3546200,0,New
1083,583,sell,limit,85242870000,31654300,0,New
1085,602,sell,limit,85170680000,33289400,0,New
1088,672,buy,limit,84457910000,9143300,0,New
1089,998,sell,limit,85859910000,100388700,0,New
1092,89,buy,limit,84811950000,494200,0,New
1095,426,sell,limit,85249270000,12177900,0,New
1096,500,buy,limit,84646940000,34269100,0,New
1097,63,sell,limit,85115050000,6670600,0,New
1098,507,sell,limit,85169930000,8222900,0,New
1100,863,sell,limit,85565750000,25632600,0,New
1101,427,sell,limit,85356500000,448562000,0,New
1106,124,sell,limit,86308860000,240158300,0,New
1110,892,buy,limit,84643450000,94911500,0,New
1112,869,buy,limit,84601880000,9093600,0,New
1113,176,buy,limit,84617280000,3428500,0,New
1114,156,sell,limit,85412860000,1957500,0,New
1115,941,buy,limit,84487920000,32799900,0,New
1116,31,buy,limit,84653330000,10491500,0,New
1118,925,sell,limit,86016400000,81218000,0,New
1119,908,sell,limit,85110790000,24571900,0,New
1120,718,buy,limit,84418480000,23120700,0,New
1121,453,sell,limit,85406170000,7362900,0,New
1122,309,buy,limit,84849730000,11215400,0,New
1123,219,buy,limit,84787900000,21978300,0,New
1126,363,buy,limit,84252600000,7345300,0,New
1127,6,buy,limit,84558410000,152708600,0,New
1129,587,sell,limit,85205240000,3805400,0,New
1130,597,buy,limit,84821320000,2052200,0,New
1132,379,sell,limit,85227010000,18161900,0,New
1133,451,sell,limit,85353760000,7746300,0,New
1136,944,sell,limit,85152210000,1024600,0,New
1140,464,sell,limit,85182680000,42039500,0,New
1141,781,buy,limit,84610080000,16580400,0,New
1142,746,buy,limit,84697280000,7385000,0,New
1144,91,sell,limit,85234660000,135255300,0,New
1147,124,sell,limit,85854670000,4823200,0,New
1148,850,sell,limit,85168050000,74552600,0,New
1149,412,sell,limit,85710770000,6049800,0,New
1155,496,buy,limit,84350950000,12799200,0,New
1156,782,sell,limit,85110900000,7695500,0,New
1158,252,sell,limit,85636530000,5867900,0,New
1160,257,sell,limit,85128670000,22707100,0,New
1163,351,sell,limit,85331950000,1773700,0,New
1164,330,buy,limit,84742430000,5418100,0,New
1165,689,buy,limit,84671730000,9543600,0,New
1167,362,sell,limit,85252750000,1633700,0,New
1169,227,sell,limit,85309250000,19461300,0,New
1170,836,sell,limit,85340870000,2590000,0,New
1171,372,buy,limit,84665300000,2502300,0,New
1172,513,buy,limit,84700800000,17029300,0,New
1173,579,buy,limit,84626350000,22517200,0,New
1174,869,sell,limit,85319370000,11201500,0,New
1176,875,sell,limit,86374780000,1623400,0,New
1181,607,sell,limit,85486370000,2905500,0,New
1186,421,buy,limit,84700890000,1294900,0,New
1189,70,sell,limit,85616800000,1408900,0,New
1190,364,buy,limit,84825800000,385300,0,New
1191,62,buy,limit,84792240000,18364400,0,New
1193,378,sell,limit,85291620000,3014300,0,New
1194,839,sell,limit,85158070000,3752300,0,New
1196,479,sell,limit,85238510000,7790000,0,New
1197,466,sell,limit,85192950000,199174500,0,New
1204,382,sell,limit,85981290000,25569400,0,New
1205,388,sell,limit,85161400000,843850300,0,New
1209,521,buy,limit,84621110000,5104300,0,New
1210,184,buy,limit,84673390000,29994200,0,New
1211,275,sell,limit,85416980000,16258300,0,New
1212,917,buy,limit,84847250000,172419300,0,New
1214,236,sell,limit,85265750000,6996700,0,New
1222,215,buy,limit,84582660000,109030600,0,New
1224,428,buy,limit,84767320000,4661900,0,New
1225,132,buy,limit,84799120000,18840200,0,New
1226,231,buy,limit,84844080000,47147000,0,New
1228,391,buy,limit,84780800000,4066700,0,New
1229,584,sell,limit,85110910000,742200,0,New
1230,182,buy,limit,84804760000,52781200,0,New
1231,239,buy,limit,84821150000,1938000,0,New
1232,761,buy,limit,84463830000,3015300,0,New
1235,827,buy,limit,84761020000,9576200,0,New
1237,729,sell,limit,85460430000,46600600,0,New
1238,184,sell,limit,85174360000,36499000,0,New
1241,223,sell,limit,85384150000,2135200,0,New
1244,352,sell,limit,85147110000,49294700,0,New
1246,449,buy,limit,84505970000,2330800,0,New
1249,831,sell,limit,85293380000,6985600,0,New
1250,50,sell,limit,85692090000,6546700,0,New
1252,65,buy,limit,84569270000,27784900,0,New
1253,172,buy,limit,84544630000,2944600,0,New
1254,640,buy,limit,84262910000,2890600,0,New
1257,614,buy,limit,84657880000,12687900,0,New
1258,98,sell,limit,85322160000,21092000,0,New
1259,651,sell,limit,85991740000,15826800,0,New
1260,19,sell,limit,85141140000,16021300,0,New
1262,243,sell,limit,85264830000,1635700,0,New
1263,304,buy,limit,84713810000,859700,0,New
1265,41,sell,limit,85284540000,38000500,0,New
1267,894,buy,limit,84826840000,2540300,0,New
1270,739,buy,limit,84738360000,3023400,0,New
1272,452,buy,limit,84830890000,8232000,0,New
1273,438,sell,limit,85667240000,13352400,0,New
1276,14,sell,limit,85137810000,6567600,0,New
1277,405,sell,limit,85189740000,24148300,0,New
1279,357,sell,limit,85315670000,42552000,0,New
1281,724,sell,limit,85282580000,3237200,0,New
1283,120,sell,limit,85652560000,5292400,0,New
1284,923,buy,limit,84443470000,2230400,0,New
1285,709,buy,limit,84701810000,6467100,0,New
1286,422,sell,limit,85537360000,951300,0,New
1294,8,buy,limit,84141510000,3097000,0,New
1296,59,sell,limit,85436780000,2153900,0,New
1297,948,buy,limit,84457470000,1515200,0,New
1298,835,buy,limit,84680240000,71135600,0,New
1299,677,buy,limit,84170160000,6859300,0,New
1301,814,buy,limit,84292220000,23484400,0,New
1302,200,sell,limit,85551030000,132920400,0,New
1304,896,buy,limit,84184730000,9049300,0,New
1305,250,buy,limit,84700870000,1541900,0,New
1307,737,buy,limit,84394900000,3255500,0,New
1308,548,sell,limit,85423030000,5744700,0,New
1309,590,sell,limit,85281620000,3262500,0,New
1310,754,sell,limit,85410310000,84226700,0,New
1312,874,buy,limit,84635280000,3049300,0,New
1313,195,sell,limit,85116470000,3385600,0,New
1314,816,buy,limit,84747930000,37640100,0,New
1315,836,sell,limit,85194930000,7516400,0,New
1316,150,sell,limit,85466750000,1716100,0,New
1319,869,sell,limit,85325610000,1995500,0,New
1320,402,buy,limit,84354940000,6188400,0,New
1321,485,sell,limit,85144750000,11051000,0,New
1322,714,sell,limit,85220750000,2162000,0,New
1323,811,sell,limit,85501690000,27026000,0,New
1324,168,sell,limit,85186210000,36454800,0,New
1326,695,sell,limit,85138750000,4934400,0,New
1327,968,buy,limit,84708000000,17301600,0,New
1329,764,buy,limit,84571270000,62665800,0,New
1330,886,sell,limit,85273400000,8668500,0,New
1331,120,buy,limit,84694000000,10260100,0,New
1332,587,sell,limit,85319990000,771000,0,New
1333,394,buy,limit,84830790000,12264100,0,New
1334,66,sell,limit,85214900000,4430600,0,New
1335,404,sell,limit,85444700000,9406600,0,New
1336,599,sell,limit,85287200000,22775900,0,New
1340,558,buy,limit,84702060000,3194600,0,New
1341,144,sell,limit,85206840000,68922300,0,New
1342,552,sell,limit,85295320000,4289400,0,New
1345,693,buy,limit,84780020000,2837200,0,New
1351,827,buy,limit,84668380000,81391800,0,New
1353,826,sell,limit,85211700000,50489800,0,New
1356,624,buy,limit,84828390000,4930800,0,New
1357,294,buy,limit,84251140000,293500,0,New
1358,971,buy,limit,84499980000,14555000,0,New
1361,702,sell,limit,85323470000,5305000,0,New
1363,757,sell,limit,86718210000,1181300,0,New
1364,173,sell,limit,85207300000,4653600,0,New
1368,952,sell,limit,85463770000,1079100,0,New
1371,504,buy,limit,84392400000,710700,0,New
1374,766,buy,limit,84454520000,3838800,0,New
1376,699,sell,limit,85386880000,71859200,0,New
1380,192,buy,limit,84466720000,27989200,0,New
1383,94,sell,limit,85208080000,2872300,0,New
1384,63,sell,limit,85110780000,4380800,0,New
1387,100,sell,limit,85393530000,2258800,0,New
1388,830,buy,limit,84783860000,3887700,0,New
1390,43,sell,limit,85289150000,673900,0,New
1391,948,buy,limit,84729710000,3784800,0,New
1393,259,sell,limit,85495450000,12686200,0,New
1394,375,buy,limit,84359350000,1473900,0,New
